Project name,Release,Class name,Size,NR,NAuth,Age,MAX_LOC_ADDED,LOC_ADDED,AVG_LOC_ADDDED,Churn,AVG_CHURN,buggyness
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,66,0,0,43,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,154,1,1,93,5,5,5,4,4,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/stats/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,577,7,3,44,41,122,17,68,9,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,1,1,43,2,4,4,-1,-1,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,388,2,2,46,5,18,9,9,4,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,582,6,3,39,5,30,5,6,1,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,268,3,2,12,240,270,90,268,89,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,551,6,3,93,28,123,20,78,13,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,0,0,93,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,58,1,1,31,1,1,1,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,361,3,1,93,51,109,36,106,35,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,928,4,3,31,154,261,65,244,61,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,0,0,31,0,0,0,0,0,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,188,8,2,39,10,41,5,1,0,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,158,1,1,49,1,2,2,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,62,1,1,93,2,2,2,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,1,1,93,4,4,4,4,4,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,928,9,2,43,32,207,23,140,15,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/storage/ldb/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,1,1,50,8,13,13,12,12,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,1,1,93,1,1,1,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,275,2,1,93,12,62,31,48,24,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/checksum/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/checksum/CRC32DigestManager.java,55,0,0,93,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/checksum/DigestManager.java,191,1,1,93,7,7,7,7,7,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/checksum/MacDigestManager.java,84,0,0,93,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,727,7,3,93,10,89,12,33,4,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,624,10,3,93,43,141,14,117,11,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,176,1,1,93,4,4,4,4,4,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,2,2,59,75,135,67,45,22,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,5,3,59,16,49,9,-22,-4,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,7,3,59,102,203,29,18,2,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,4,2,30,72,98,24,93,23,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,250,4,2,59,73,236,59,152,38,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/exceptions/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,5,3,59,14,78,15,35,7,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,4,2,30,72,97,24,92,23,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,3,1,22,64,109,36,109,36,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/zk/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,13,3,22,394,627,48,565,43,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,5,3,59,95,128,25,-41,-8,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,2,2,5,691,752,376,601,300,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/sasl/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/feature/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,1,1,4,140,140,140,140,140,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,1,1,9,34,34,34,34,34,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,1,1,6,77,77,77,77,77,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,154,1,1,9,154,154,154,154,154,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,1,1,9,33,33,33,33,33,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,1,1,9,172,172,172,172,172,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,1,1,9,79,79,79,79,79,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,1,1,6,337,337,337,337,337,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,1,1,9,214,214,214,214,214,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,1,1,9,25,25,25,25,25,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,1,1,9,70,70,70,70,70,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,1,1,6,94,94,94,94,94,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,1,1,9,104,104,104,104,104,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,1,1,9,84,84,84,84,84,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,3,2,24,63,81,27,74,24,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,6,2,14,267,293,48,273,45,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,503,4,1,20,234,577,144,503,125,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,357,8,1,20,289,466,58,357,44,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,325,6,2,20,269,415,69,325,54,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,3,2,20,139,142,47,136,45,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,1,1,14,56,56,56,56,56,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java,219,4,2,15,198,222,55,219,54,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/helpers/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/cookie/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/bookie/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/autorecovery/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/bookies/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/cli/commands/client/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/stats/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,31,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,0,0,31,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,2,2,12,166,171,85,168,84,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,1,1,41,131,131,131,-1,-1,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,260,3,3,93,4,13,4,4,1,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,0,0,31,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,665,0,0,44,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/PortManager.java,55,1,1,7,55,55,55,55,55,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,0,0,93,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,2,1,5,45,46,23,45,22,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,1,1,36,33,33,33,33,33,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,2,2,93,57,64,32,60,30,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,360,5,2,93,85,220,44,187,37,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,1,1,11,94,94,94,94,94,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/discover/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,485,6,1,93,35,86,14,47,7,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,299,5,2,93,38,127,25,123,24,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,1278,18,3,93,46,469,26,430,23,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/component/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/service/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/conf/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/Main.java,54,0,0,93,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,2,1,30,32,63,31,62,31,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,1,1,30,45,45,45,45,45,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/shims/zk/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,0,0,93,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,0,93,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tls/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,648,10,3,93,42,121,12,66,6,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,778,13,3,63,92,319,24,-22,-1,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,1,1,93,0,0,0,-2,-2,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,2,1,93,7,36,18,19,9,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,273,4,1,21,274,285,71,273,68,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/api/BookKeeper.java,648,10,3,93,42,121,12,66,6,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/api/LedgerEntry.java,82,1,1,93,0,0,0,-2,-2,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/api/LedgerMetadata.java,467,9,3,93,49,273,30,155,17,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/api/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/api/BKException.java,326,4,1,93,6,44,11,44,11,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,358,12,3,93,79,438,36,169,14,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/impl/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,0,0,93,0,0,0,0,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,137,4,2,93,4,16,4,-13,-3,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,3,2,76,2,9,3,-1,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,3,2,93,28,56,18,18,6,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,3,2,93,2,13,4,-2,0,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,2,1,61,27,31,15,27,13,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,4,1,21,298,517,129,422,105,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,5,3,93,18,60,12,13,2,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,314,3,2,93,78,122,40,98,32,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,153,2,2,93,1,2,1,0,0,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,0,0,93,0,0,0,0,0,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,978,12,3,93,152,338,28,73,6,yes
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,5,2,21,112,168,33,147,29,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,326,4,1,93,6,44,11,44,11,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,2,1,93,19,38,19,25,12,no
BOOKKEEPER,4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/processor/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,bookkeeper-proto/target/generated-sources/protobuf/java/org/apache/bookkeeper/proto/DataFormats.java,4088,7,2,29,1493,4114,587,4088,584,no
BOOKKEEPER,4.1.1,cpu-affinity/src/main/java/org/apache/bookkeeper/common/util/affinity/impl/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,cpu-affinity/src/main/java/org/apache/bookkeeper/common/util/affinity/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/cluster/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/table/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/stream/src/main/java/org/apache/bookkeeper/stream/cli/commands/namespace/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/framework/src/main/java/org/apache/bookkeeper/tools/common/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/framework/src/main/java/org/apache/bookkeeper/tools/framework/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/ledger/src/main/java/org/apache/bookkeeper/tools/cli/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/ledger/src/main/java/org/apache/bookkeeper/tools/cli/commands/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/ledger/src/main/java/org/apache/bookkeeper/tools/cli/commands/bookieid/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/utils/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/journal/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/dlog/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,tools/perf/src/main/java/org/apache/bookkeeper/tools/perf/table/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,metadata-drivers/etcd/src/main/java/org/apache/bookkeeper/metadata/etcd/helpers/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,metadata-drivers/etcd/src/main/java/org/apache/bookkeeper/metadata/etcd/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,metadata-drivers/etcd/src/main/java/io/etcd/jetcd/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stats/utils/src/main/java/org/apache/bookkeeper/stats/utils/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/interceptors/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/NetUtils.java,219,4,2,15,198,222,55,219,54,no
BOOKKEEPER,4.1.1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/utils/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/resolver/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/channel/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/mr/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/package-info.java,89,1,1,15,89,89,89,89,89,no
BOOKKEEPER,4.1.1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/routing/package-info.java,89,1,1,15,89,89,89,89,89,no
