Dataset,#TrainingRelease,%training (data on training / total data),%Defective in training,%Defective in testing,classifier,balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
bookkeeper-files/BOOKKEEPER,4,0.5388923459863099,0.09209707529558182,0.017423771001866834,Random Forest,UNDER,false,SENS,19.0,38.0,295.0,9.0,0.3333333333333333,0.6785714285714286,0.8712998712998713,0.3828610919143057
bookkeeper-files/BOOKKEEPER,5,0.7635345364032359,0.10952084629744867,0.009956440572495333,NaiveBayes,UNDER,false,SENS,9.0,20.0,343.0,7.0,0.3103448275862069,0.5625,0.7816804407713499,0.3654740497302662
bookkeeper-files/BOOKKEEPER,5,0.7635345364032359,0.10952084629744867,0.009956440572495333,IBk,UNDER,false,SENS,3.0,28.0,335.0,13.0,0.0967741935483871,0.1875,0.512482782369146,0.07621425598953739
bookkeeper-files/BOOKKEEPER,5,0.7635345364032359,0.10952084629744867,0.009956440572495333,Random Forest,UNDER,false,SENS,11.0,61.0,302.0,5.0,0.1527777777777778,0.6875,0.7672176308539945,0.19434424117495472
bookkeeper-files/BOOKKEEPER,1,0.03920348475420037,0.03360298693217175,0.026757934038581208,NaiveBayes,SMOTE,false,NONE,42.0,48.0,0.0,1.0,0.4666666666666667,0.9767441860465116,0.5031492248062015,-0.02200320880128345
bookkeeper-files/BOOKKEEPER,1,0.03920348475420037,0.03360298693217175,0.026757934038581208,IBk,SMOTE,false,NONE,29.0,24.0,24.0,14.0,0.5471698113207547,0.6744186046511628,0.5668604651162791,0.17233125897558652
bookkeeper-files/BOOKKEEPER,1,0.03920348475420037,0.03360298693217175,0.026757934038581208,Random Forest,SMOTE,false,NONE,37.0,33.0,15.0,6.0,0.5285714285714286,0.8604651162790697,0.6288759689922481,0.16748768472906403
bookkeeper-files/BOOKKEEPER,2,0.09583074051026758,0.060360920970752956,0.009956440572495333,NaiveBayes,SMOTE,false,NONE,8.0,22.0,318.0,8.0,0.26666666666666666,0.5,0.6811580882352941,0.3072132848988067
bookkeeper-files/BOOKKEEPER,2,0.09583074051026758,0.060360920970752956,0.009956440572495333,IBk,SMOTE,false,NONE,11.0,50.0,290.0,5.0,0.18032786885245902,0.6875,0.7859375,0.2309505106048703
bookkeeper-files/BOOKKEEPER,2,0.09583074051026758,0.060360920970752956,0.009956440572495333,Random Forest,SMOTE,false,NONE,9.0,35.0,305.0,7.0,0.20454545454545456,0.5625,0.7488970588235294,0.25060144346431473
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,NaiveBayes,SMOTE,false,NONE,0.0,0.0,321.0,35.0,NaN,0.0,0.8850467289719626,0.0
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,IBk,SMOTE,false,NONE,6.0,239.0,82.0,29.0,0.024489795918367346,0.17142857142857143,0.2409879839786382,-0.15604022779595303
bookkeeper-files/BOOKKEEPER,3,0.31736154324828875,0.07031736154324829,0.021779713752333542,Random Forest,SMOTE,false,NONE,3.0,2.0,319.0,32.0,0.6,0.08571428571428572,0.24641744548286604,0.12858171346292324
bookkeeper-files/BOOKKEEPER,4,0.5388923459863099,0.09209707529558182,0.017423771001866834,NaiveBayes,SMOTE,false,NONE,5.0,3.0,330.0,23.0,0.625,0.17857142857142858,0.8506542256542257,0.25199234937838727
bookkeeper-files/BOOKKEEPER,4,0.5388923459863099,0.09209707529558182,0.017423771001866834,IBk,SMOTE,false,NONE,7.0,27.0,306.0,21.0,0.20588235294117646,0.25,0.5542149292149292,0.15382361558745988
bookkeeper-files/BOOKKEEPER,4,0.5388923459863099,0.09209707529558182,0.017423771001866834,Random Forest,SMOTE,false,NONE,12.0,24.0,309.0,16.0,0.3333333333333333,0.42857142857142855,0.5597383097383097,0.3152503793626705
bookkeeper-files/BOOKKEEPER,5,0.7635345364032359,0.10952084629744867,0.009956440572495333,NaiveBayes,SMOTE,false,NONE,7.0,18.0,345.0,9.0,0.28,0.4375,0.7833161157024794,0.30571951964176636
bookkeeper-files/BOOKKEEPER,5,0.7635345364032359,0.10952084629744867,0.009956440572495333,IBk,SMOTE,false,NONE,5.0,40.0,323.0,11.0,0.1111111111111111,0.3125,0.5556990358126722,0.10839983394067958
