Dataset,#TrainingRelease,%training (data on training / total data),%Defective in training,%Defective in testing,classifier,balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
zookeeper-files/ZOOKEEPER,6,0.17084176131943363,0.09133343706239302,0.002178310253617551,IBk,NONE,false,NONE,10.0,84.0,150.0,4.0,0.10638297872340426,0.7142857142857143,0.6738400488400489,0.09638953295793304
zookeeper-files/ZOOKEEPER,6,0.17084176131943363,0.09133343706239302,0.002178310253617551,Random Forest,NONE,false,NONE,7.0,76.0,158.0,7.0,0.08433734939759036,0.5,0.6381257631257631,0.05282532670715996
zookeeper-files/ZOOKEEPER,7,0.2094289715263731,0.09351174731601058,0.002178310253617551,NaiveBayes,NONE,false,NONE,1.0,3.0,231.0,13.0,0.25,0.07142857142857142,0.5695970695970696,0.08823529411764623
zookeeper-files/ZOOKEEPER,7,0.2094289715263731,0.09351174731601058,0.002178310253617551,IBk,NONE,false,NONE,9.0,21.0,213.0,5.0,0.3,0.6428571428571429,0.7945665445665445,0.35980937251787104
zookeeper-files/ZOOKEEPER,7,0.2094289715263731,0.09351174731601058,0.002178310253617551,Random Forest,NONE,false,NONE,7.0,19.0,215.0,7.0,0.2692307692307692,0.5,0.8717948717948718,0.2985204525674499
zookeeper-files/ZOOKEEPER,8,0.24801618173331258,0.09569005756962813,0.0023339038431616616,NaiveBayes,NONE,false,NONE,3.0,26.0,235.0,12.0,0.10344827586206896,0.2,0.5458492975734355,0.06971793507184731
zookeeper-files/ZOOKEEPER,8,0.24801618173331258,0.09569005756962813,0.0023339038431616616,IBk,NONE,false,NONE,3.0,46.0,215.0,12.0,0.061224489795918366,0.2,0.5896551724137931,0.011485735457576772
zookeeper-files/ZOOKEEPER,8,0.24801618173331258,0.09569005756962813,0.0023339038431616616,Random Forest,NONE,false,NONE,4.0,32.0,229.0,11.0,0.1111111111111111,0.26666666666666666,0.6956577266922095,0.08679593721144963
zookeeper-files/ZOOKEEPER,9,0.29096001244748715,0.0980239614127898,0.006223743581764431,NaiveBayes,NONE,false,NONE,2.0,2.0,239.0,38.0,0.5,0.05,0.6181016597510374,0.06675523082032526
zookeeper-files/ZOOKEEPER,9,0.29096001244748715,0.0980239614127898,0.006223743581764431,IBk,NONE,false,NONE,14.0,52.0,189.0,26.0,0.21212121212121213,0.35,0.5515041493775934,0.1056067901738351
zookeeper-files/ZOOKEEPER,9,0.29096001244748715,0.0980239614127898,0.006223743581764431,Random Forest,NONE,false,NONE,5.0,33.0,208.0,35.0,0.13157894736842105,0.125,0.57899377593361,-0.012183494014196192
zookeeper-files/ZOOKEEPER,10,0.3346818111093823,0.10424770499455423,0.01369223587988175,NaiveBayes,NONE,false,NONE,8.0,8.0,239.0,80.0,0.5,0.09090909090909091,0.6887191755612808,0.07944041968523599
